UMAP1	UMAP2	cCRE_type	chrom	start	end	rDHS	length
6.7392716	1.722291	dELS	chr21	42547125	42547473	EH38E2144823	348
7.0299044	1.117751	dELS	chr21	42547588	42547773	EH38E3461051	185
5.613831	0.1156724	PLS	chr21	42879440	42879790	EH38E3461402	350
4.3136625	-0.5301615	PLS	chr21	42893048	42893397	EH38E3461411	349
-1.9068551	7.683295	dELS	chr21	42921978	42922322	EH38E3461426	344
7.551114	4.997067	dELS	chr21	42971275	42971616	EH38E3461478	341
7.3695602	3.435658	dELS	chr21	42971964	42972157	EH38E3461479	193
6.8209505	3.8773642	dELS	chr21	42972238	42972582	EH38E3461480	344
5.1809087	0.20190668	PLS	chr21	42974462	42974667	EH38E3461486	205
8.639615	0.920127	PLS	chr21	43107483	43107635	EH38E3461543	152
3.6954396	-0.11988145	PLS	chr21	43659379	43659724	EH38E3461801	345
3.7004745	-0.08506799	PLS	chr21	43659379	43659724	EH38E3461801	345
-0.81846076	5.1854672	dELS	chr21	43698161	43698511	EH38E3461827	350
-0.32015795	5.0876107	dELS	chr21	43698591	43698940	EH38E3461828	349
2.9452105	-0.40462753	PLS	chr21	43718949	43719295	EH38E3461854	346
0.47227946	5.526173	PLS	chr21	43728971	43729174	EH38E3461876	203
-2.287526	7.0248494	dELS	chr21	43738436	43738761	EH38E3461894	325
-2.131749	6.638173	dELS	chr21	43746214	43746471	EH38E3461903	257
9.022594	2.6569555	PLS	chr21	43776008	43776209	EH38E3461951	201
7.211457	-0.2010612	PLS	chr21	43776284	43776633	EH38E3461952	349
3.5650578	-0.7964609	PLS	chr21	43789300	43789649	EH38E3461973	349
-2.1336377	6.3120427	dELS	chr21	43805461	43805811	EH38E3461997	350
-0.03575182	6.802285	dELS	chr21	43824240	43824523	EH38E3462029	283
-0.38717636	6.4353886	dELS	chr21	43824568	43824913	EH38E2145680	345
7.125435	4.874889	dELS	chr21	43859147	43859341	EH38E3462066	194
6.767601	4.5426254	dELS	chr21	43859419	43859745	EH38E3462067	326
6.519174	4.6584992	dELS	chr21	43859977	43860243	EH38E3462068	266
5.914396	5.3347836	dELS	chr21	43860636	43860843	EH38E3462069	207
5.59155	5.3309927	dELS	chr21	43860856	43861057	EH38E3462070	201
5.8216906	5.4309163	dELS	chr21	43861124	43861274	EH38E4275687	150
3.957375	-0.36434865	PLS	chr21	43865075	43865307	EH38E3462077	232
-1.2560722	6.720733	PLS	chr21	43884095	43884429	EH38E3462103	334
0.9606603	6.8590093	dELS	chr21	43892995	43893319	EH38E2145742	324
0.47392982	6.729316	dELS	chr21	43893468	43893661	EH38E3462108	193
0.12621558	6.646047	dELS	chr21	43893664	43893890	EH38E3462109	226
0.012905389	6.5131435	dELS	chr21	43893895	43894236	EH38E2145744	341
0.18594939	6.9375577	dELS	chr21	43916226	43916441	EH38E2145765	215
-0.050801735	6.339127	dELS	chr21	43916780	43917084	EH38E3462136	304
-0.8177239	6.448838	dELS	chr21	43917089	43917409	EH38E3462137	320
-1.2735001	6.348245	dELS	chr21	43917413	43917594	EH38E2145768	181
-1.7733121	7.099527	dELS	chr21	43922139	43922484	EH38E3462146	345
-1.9909778	7.0598903	dELS	chr21	43922486	43922715	EH38E3462147	229
-0.20290963	6.9194307	dELS	chr21	43938754	43939019	EH38E2145803	265
-0.46321115	7.0135365	dELS	chr21	43939058	43939407	EH38E3462175	349
-1.8707122	6.7738276	dELS	chr21	43973040	43973204	EH38E2145840	164
-1.8625432	6.272334	dELS	chr21	43975469	43975809	EH38E3462226	340
5.1419344	-0.22618838	PLS	chr21	44012106	44012451	EH38E3462274	345
-0.849419	5.7431087	dELS	chr21	44017207	44017362	EH38E2145883	155
-1.0803937	5.776005	dELS	chr21	44017729	44017922	EH38E3462281	193
-1.4091653	5.5580673	dELS	chr21	44018182	44018469	EH38E4275724	287
-1.6661704	5.677387	dELS	chr21	44018838	44019099	EH38E3462283	261
-0.8115522	6.217749	dELS	chr21	44021599	44021940	EH38E2145891	341
-2.0756495	6.2790155	dELS	chr21	44025073	44025418	EH38E3462288	345
-2.0730886	6.32893	dELS	chr21	44025617	44025933	EH38E3462289	316
-2.1174417	6.4004483	dELS	chr21	44025954	44026296	EH38E3462290	342
-1.986565	6.28718	dELS	chr21	44026826	44027013	EH38E3462291	187
-2.2753742	6.8583074	dELS	chr21	44029575	44029804	EH38E3462295	229
-2.1253583	7.4187694	dELS	chr21	44043658	44043861	EH38E2145903	203
1.8173163	3.7605522	PLS	chr21	44133472	44133750	EH38E3462368	278
3.0836139	-0.28674418	PLS	chr21	44299836	44300178	EH38E3462448	342
3.0621037	2.1872756	PLS	chr21	44339207	44339551	EH38E3462527	344
3.0814273	2.1933353	PLS	chr21	44339207	44339551	EH38E3462527	344
2.367101	0.92496955	PLS	chr21	44485264	44485602	EH38E3462691	338
3.3600736	-0.31957695	PLS	chr21	44517319	44517667	EH38E3462732	348
8.192167	4.349802	PLS	chr21	44801660	44802008	EH38E3462970	348
8.130712	4.33268	PLS	chr21	44801660	44802008	EH38E3462970	348
5.9450617	5.5977793	PLS	chr21	44802412	44802610	EH38E3462973	198
6.1706443	-0.7482521	PLS	chr21	44817992	44818319	EH38E3462989	327
12.245763	7.7824235	dELS	chr21	44853681	44854031	EH38E3463035	350
10.756596	6.8168087	dELS	chr21	44854472	44854689	EH38E3463037	217
10.7771225	7.179011	dELS	chr21	44854835	44855184	EH38E3463038	349
11.46448	7.378367	dELS	chr21	44855211	44855399	EH38E3463039	188
11.442261	7.587348	dELS	chr21	44855613	44855962	EH38E3463040	349
12.393531	7.2509375	dELS	chr21	44866805	44867090	EH38E2146411	285
12.472155	6.573448	dELS	chr21	44869867	44870200	EH38E3463056	333
6.4817805	-1.0156705	PLS	chr21	44873640	44873981	EH38E3463063	341
2.9188364	2.470099	PLS	chr21	44874021	44874223	EH38E3463064	202
4.9463835	5.1372886	dELS	chr21	44878127	44878462	EH38E3463070	335
4.3807554	4.561455	dELS	chr21	44878663	44879013	EH38E2146432	350
5.244356	-1.3512152	PLS	chr21	44939776	44940125	EH38E3463200	349
5.1922827	-1.3937436	PLS	chr21	44939776	44940125	EH38E3463200	349
-2.06694	7.390369	dELS	chr21	44968123	44968452	EH38E3463253	329
-2.0436077	7.2623878	dELS	chr21	44968524	44968682	EH38E3463254	158
4.9488535	3.88457	PLS	chr21	45074095	45074326	EH38E3463419	231
2.0347211	3.7816193	PLS	chr21	45074366	45074705	EH38E3463420	339
-0.44281068	6.951125	dELS	chr21	45110841	45111187	EH38E3463456	346
-0.6389852	6.8004694	dELS	chr21	45111345	45111614	EH38E3463457	269
4.588863	-1.3775531	PLS	chr21	45287818	45288168	EH38E3463609	350
4.6441083	-1.3976823	PLS	chr21	45287818	45288168	EH38E3463609	350
7.1324387	4.971918	dELS	chr21	45359744	45359935	EH38E3463736	191
7.2423167	4.4163055	dELS	chr21	45359960	45360229	EH38E3463737	269
7.076557	3.3427997	dELS	chr21	45360242	45360590	EH38E3463738	348
4.077124	2.6457405	dELS	chr21	45364095	45364445	EH38E3463747	350
2.5897715	0.83947676	PLS	chr21	45404904	45405254	EH38E3463814	350
-1.7677113	7.7483187	dELS	chr21	45439201	45439550	EH38E2147098	349
-1.758659	7.73215	dELS	chr21	45439581	45439861	EH38E3463887	280
0.124651015	5.4739494	dELS	chr21	45482926	45483251	EH38E2147158	325
7.650785	0.07107271	PLS	chr21	45542302	45542652	EH38E3464093	350
2.0962312	1.310343	PLS	chr21	45555530	45555736	EH38E2147246	206
3.3239572	0.15996122	dELS	chr21	45590779	45590933	EH38E3464157	154
2.482399	1.9783884	dELS	chr21	45590948	45591277	EH38E3464158	329
0.802481	4.4781923	PLS	chr21	45593482	45593803	EH38E2147280	321
3.5692804	1.2039088	PLS	chr21	45643504	45643658	EH38E3464225	154
3.2674842	1.0770029	PLS	chr21	45643766	45643935	EH38E3464226	169
5.7220173	1.5890567	PLS	chr21	45981649	45981849	EH38E3464525	200
2.511939	0.81906474	dELS	chr21	46040677	46041026	EH38E2147653	349
10.937093	6.1735907	dELS	chr21	46179919	46180246	EH38E3464849	327
11.029713	6.541781	dELS	chr21	46180367	46180713	EH38E3464850	346
11.087803	6.415823	dELS	chr21	46180732	46180970	EH38E3464851	238
11.925673	5.769482	dELS	chr21	46182270	46182595	EH38E3464855	325
8.325757	2.3007572	PLS	chr21	46184223	46184494	EH38E2147805	271
2.880845	2.789333	PLS	chr21	46184827	46185117	EH38E4276403	290
7.384554	6.5507455	dELS	chr21	46188468	46188680	EH38E3464862	212
9.229988	6.9677906	dELS	chr21	46188847	46189118	EH38E2147813	271
9.447448	7.023454	dELS	chr21	46189228	46189399	EH38E2147814	171
10.026755	7.160122	dELS	chr21	46189436	46189607	EH38E3464863	171
10.707515	7.3068123	dELS	chr21	46189616	46189914	EH38E3464864	298
8.691061	2.28345	PLS	chr21	46228564	46228726	EH38E3464918	162
5.598684	-1.1548798	PLS	chr21	46228785	46229135	EH38E3464919	350
4.0690265	0.06774985	PLS	chr21	46229165	46229368	EH38E2147850	203
9.560064	4.017397	PLS	chr21	46285573	46285777	EH38E3464956	204
8.089274	1.7162291	PLS	chr21	46286159	46286509	EH38E2147880	350
8.109018	1.7130305	PLS	chr21	46286159	46286509	EH38E2147880	350
5.492929	-0.16120365	PLS	chr21	46286523	46286718	EH38E3464958	195
2.78182	2.9001734	PLS	chr21	46286733	46286934	EH38E3464959	201
2.268438	2.2095985	dELS	chr21	46294710	46294871	EH38E3464965	161
2.620196	3.515133	dELS	chr21	46294880	46295168	EH38E2147892	288
4.268532	6.3010316	dELS	chr21	46295408	46295751	EH38E3464966	343
4.6007376	6.4987297	dELS	chr21	46296089	46296325	EH38E3464968	236
4.7439246	6.454357	dELS	chr21	46296374	46296716	EH38E2147895	342
11.226535	5.968314	PLS	chr21	46320879	46321093	EH38E3464985	214
8.543009	3.1852245	PLS	chr21	46323658	46323829	EH38E3464991	171
5.633643	0.2804368	PLS	chr21	46323864	46324212	EH38E3464992	348
5.601485	0.2778544	PLS	chr21	46323864	46324212	EH38E3464992	348
2.066112	3.4527388	PLS	chr21	46324763	46324913	EH38E3464994	150
-0.5252053	5.438923	PLS	chr21	46326181	46326370	EH38E3464998	189
8.270949	1.772616	PLS	chr21	46458461	46458645	EH38E3465164	184
5.3800025	-0.9059652	PLS	chr21	46458659	46459008	EH38E3465165	349
2.521081	2.445312	PLS	chr21	46459022	46459195	EH38E4276483	173
-1.3137442	7.0400553	dELS	chr21	46500505	46500855	EH38E3465194	350
2.0191314	2.7167985	PLS	chr21	46635405	46635755	EH38E3465292	350
-0.9189341	6.440783	dELS	chr21	46637788	46637997	EH38E3465295	209
-0.44424456	6.4722853	dELS	chr21	46638069	46638281	EH38E4276514	212
-0.40705067	6.175444	dELS	chr21	46638433	46638658	EH38E3465298	225
8.983081	2.1661153	dELS	chr22	11973835	11974159	EH38E3465486	324
5.2675037	-0.006107374	dELS	chr22	12554619	12554969	EH38E4276657	350
2.1759398	3.050305	PLS	chr22	16601618	16601967	EH38E3465570	349
2.1727595	3.0622132	PLS	chr22	16601618	16601967	EH38E3465570	349
-1.3743074	5.7609754	dELS	chr22	16604658	16604983	EH38E3465577	325
1.0069076	4.763644	PLS	chr22	17084746	17085095	EH38E3465713	349
0.5303408	4.57685	PLS	chr22	17085170	17085357	EH38E3465714	187
9.20163	2.0148597	PLS	chr22	17158948	17159174	EH38E3465792	226
8.394736	0.52760017	PLS	chr22	17159176	17159407	EH38E3465793	231
8.385023	0.46743572	PLS	chr22	17159176	17159407	EH38E3465793	231
7.055247	3.6400218	dELS	chr22	17171221	17171412	EH38E3465799	191
6.686445	2.6870482	dELS	chr22	17171477	17171802	EH38E3465800	325
5.566674	1.8363991	dELS	chr22	17171803	17172082	EH38E3465801	279
8.1999235	2.1946197	PLS	chr22	17628476	17628668	EH38E2148774	192
5.939067	-1.1631016	PLS	chr22	17628676	17629026	EH38E2148775	350
5.917906	-1.1649456	PLS	chr22	17628676	17629026	EH38E2148775	350
2.9990962	2.520843	PLS	chr22	17629027	17629205	EH38E3466071	178
4.1428466	5.6951733	dELS	chr22	17632930	17633188	EH38E4276988	258
4.492224	5.865688	dELS	chr22	17633247	17633597	EH38E3466074	350
4.900735	6.01053	dELS	chr22	17633739	17634032	EH38E3466075	293
5.038622	6.038941	dELS	chr22	17634750	17635095	EH38E2148782	345
5.2080755	4.969369	PLS	chr22	17638528	17638872	EH38E2148786	344
0.008345718	5.9676156	dELS	chr22	17673130	17673480	EH38E3466099	350
9.438966	3.7899852	PLS	chr22	17773725	17773907	EH38E3466159	182
9.029955	2.9849179	PLS	chr22	17773925	17774253	EH38E3466160	328
7.2311506	-0.13218926	PLS	chr22	17774309	17774656	EH38E3466161	347
3.3411071	2.7321742	PLS	chr22	17774664	17774960	EH38E3466162	296
2.1955593	0.49072132	PLS	chr22	17777156	17777367	EH38E2148894	211
8.2671175	5.2300763	dELS	chr22	17786283	17786461	EH38E3466188	178
8.114399	5.1260653	dELS	chr22	17786474	17786705	EH38E3466189	231
8.555263	5.409623	dELS	chr22	17786715	17787063	EH38E3466190	348
10.909226	5.8206687	dELS	chr22	17787247	17787404	EH38E3466191	157
12.496069	6.6234937	dELS	chr22	17916240	17916533	EH38E3466350	293
12.440517	6.4749365	dELS	chr22	17916563	17916806	EH38E3466351	243
11.007193	7.059198	dELS	chr22	17917634	17917979	EH38E3466353	345
12.215252	7.8543057	dELS	chr22	17919949	17920188	EH38E3466355	239
12.430262	7.200407	PLS	chr22	17980598	17980947	EH38E3466434	349
9.38679	3.6824234	dELS	chr22	18000863	18001084	EH38E4277065	221
8.902555	2.8276472	dELS	chr22	18001131	18001287	EH38E4277066	156
8.111244	0.70672166	dELS	chr22	18001289	18001602	EH38E3466464	313
6.858293	-0.10896139	dELS	chr22	18001623	18001936	EH38E3466465	313
7.3863873	1.1837175	PLS	chr22	18024377	18024725	EH38E3466485	348
7.6824193	2.5299308	PLS	chr22	18077532	18077688	EH38E2149258	156
4.1344995	-0.5078596	PLS	chr22	18077718	18078068	EH38E3466551	350
4.1061034	-0.50094044	PLS	chr22	18077718	18078068	EH38E3466551	350
4.143176	-0.503389	PLS	chr22	18077718	18078068	EH38E3466551	350
2.205912	2.391572	PLS	chr22	18078155	18078338	EH38E3466552	183
1.6766557	3.2470558	PLS	chr22	18078347	18078685	EH38E3466553	338
3.3390017	2.2948983	PLS	chr22	18149904	18150254	EH38E3466612	350
7.7630463	-1.9803246	PLS	chr22	18970195	18970407	EH38E3466666	212
7.762452	-1.982825	PLS	chr22	18970413	18970595	EH38E3466667	182
11.584377	6.9266233	dELS	chr22	19108922	19109232	EH38E2149427	310
11.321783	7.0802894	dELS	chr22	19109459	19109809	EH38E3466800	350
11.436517	7.170071	dELS	chr22	19109845	19110050	EH38E2149429	205
11.53163	7.2249	dELS	chr22	19110213	19110402	EH38E3466801	189
7.0119853	-0.5678294	PLS	chr22	19122348	19122695	EH38E3466820	347
8.492382	0.33686236	PLS	chr22	19144612	19144962	EH38E3466857	350
7.7358027	2.4191082	PLS	chr22	19171229	19171458	EH38E3466885	229
4.2098203	-0.63209486	PLS	chr22	19171484	19171834	EH38E3466886	350
3.1426399	6.409	dELS	chr22	19173592	19173854	EH38E3466891	262
5.948247	6.4409757	dELS	chr22	19175829	19176120	EH38E3466896	291
6.2960157	6.5538774	dELS	chr22	19176282	19176579	EH38E3466897	297
8.648112	2.2848127	PLS	chr22	19178422	19178594	EH38E3466903	172
6.418681	-0.21111964	PLS	chr22	19178692	19179042	EH38E3466904	350
5.547678	0.86147726	PLS	chr22	19291637	19291983	EH38E3466994	346
5.563776	0.9411529	PLS	chr22	19291637	19291983	EH38E3466994	346
3.4958022	2.5500615	PLS	chr22	19292041	19292204	EH38E3466995	163
12.30753	7.7038274	dELS	chr22	19396016	19396235	EH38E3467074	219
11.721717	7.221473	dELS	chr22	19396573	19396861	EH38E2149601	288
11.256059	7.327507	dELS	chr22	19397047	19397396	EH38E3467075	349
11.453826	7.4208226	dELS	chr22	19397598	19397789	EH38E3467076	191
11.636483	7.460217	dELS	chr22	19397835	19398038	EH38E3467077	203
11.578771	7.648642	dELS	chr22	19398201	19398550	EH38E3467078	349
12.286609	7.805789	dELS	chr22	19398786	19398952	EH38E3467079	166
12.294681	7.285216	dELS	chr22	19419119	19419449	EH38E3467096	330
12.386937	7.296317	dELS	chr22	19419775	19420125	EH38E2149621	350
12.343189	6.864298	dELS	chr22	19422958	19423126	EH38E2149625	168
6.917812	4.7529955	PLS	chr22	19431622	19431966	EH38E3467112	344
5.310602	5.5055776	PLS	chr22	19432247	19432597	EH38E3467114	350
4.9222684	6.244303	PLS	chr22	19432640	19432792	EH38E3467115	152
8.194738	4.5954814	PLS	chr22	19447557	19447907	EH38E3467131	350
8.1763935	4.561252	PLS	chr22	19447557	19447907	EH38E3467131	350
6.8381505	5.39429	PLS	chr22	19447935	19448086	EH38E2149655	151
8.850726	3.375813	PLS	chr22	19478931	19479274	EH38E3467165	343
8.054769	2.0484405	PLS	chr22	19479423	19479583	EH38E4277424	160
4.9782777	-0.4625136	PLS	chr22	19479618	19479968	EH38E3467167	350
7.0736566	2.7745712	dELS	chr22	19627323	19627634	EH38E3467302	311
6.1421566	1.4643282	dELS	chr22	19627648	19627928	EH38E3467303	280
4.327572	3.0434058	dELS	chr22	19628143	19628293	EH38E4277518	150
3.5869637	4.2997637	dELS	chr22	19643573	19643797	EH38E3467323	224
3.3971202	4.9891458	dELS	chr22	19643826	19644175	EH38E3467324	349
3.6464996	4.621201	dELS	chr22	19644201	19644508	EH38E2149793	307
3.7184994	4.5839524	dELS	chr22	19644585	19644760	EH38E3467325	175
3.3919735	4.888702	dELS	chr22	19644833	19645128	EH38E3467326	295
6.1850615	2.6097713	dELS	chr22	19691664	19691821	EH38E2149824	157
5.0029054	2.9014392	dELS	chr22	19691851	19692176	EH38E2149825	325
4.6120157	3.3525865	dELS	chr22	19692194	19692349	EH38E3467372	155
2.229088	0.79986376	PLS	chr22	19714297	19714606	EH38E3467396	309
1.32576	6.8072524	PLS	chr22	19717189	19717523	EH38E3467405	334
1.2400619	5.199841	PLS	chr22	19718333	19718493	EH38E3467408	160
2.1011853	6.3257546	PLS	chr22	19723270	19723617	EH38E3467422	347
-0.9246434	5.576459	dELS	chr22	19725468	19725753	EH38E3467428	285
1.5311283	6.1478114	dELS	chr22	19730315	19730551	EH38E2149875	236
1.0847698	5.8148384	dELS	chr22	19730686	19730992	EH38E3467436	306
3.7165308	1.2072152	PLS	chr22	19756595	19756856	EH38E3467473	261
4.8528233	-0.17005432	PLS	chr22	19760496	19760846	EH38E3467483	350
0.5678879	5.8151913	dELS	chr22	19762748	19762915	EH38E4277607	167
0.27158046	5.8127947	dELS	chr22	19762915	19763112	EH38E4277608	197
0.6933032	6.517624	dELS	chr22	19774314	19774659	EH38E3467510	345
4.5169435	6.7288365	dELS	chr22	19779643	19779984	EH38E2149944	341
5.0394826	6.6273627	dELS	chr22	19780163	19780364	EH38E3467515	201
5.2417817	6.667816	dELS	chr22	19780365	19780708	EH38E3467516	343
9.533433	5.651079	dELS	chr22	19815357	19815702	EH38E3467574	345
10.087725	6.4562635	dELS	chr22	19815722	19815872	EH38E3467575	150
9.837071	6.707928	dELS	chr22	19815923	19816260	EH38E3467576	337
5.966242	-0.55155385	PLS	chr22	19854751	19855101	EH38E3467638	350
5.94187	-0.5374085	PLS	chr22	19854751	19855101	EH38E3467638	350
12.316301	6.6745496	dELS	chr22	19909319	19909664	EH38E2150093	345
12.271479	6.448779	dELS	chr22	19909934	19910269	EH38E3467736	335
8.123705	3.2001526	PLS	chr22	19941307	19941535	EH38E2150118	228
5.0505714	-0.14019008	PLS	chr22	19941631	19941981	EH38E3467762	350
5.0209165	-0.07516103	PLS	chr22	19941631	19941981	EH38E3467762	350
-0.30634212	5.93581	dELS	chr22	19944180	19944387	EH38E3467769	207
0.15071237	6.832348	dELS	chr22	19947130	19947288	EH38E3467774	158
0.061630335	6.6884155	dELS	chr22	19947370	19947679	EH38E3467775	309
-0.060873173	6.337732	dELS	chr22	19947734	19948082	EH38E3467776	348
-0.3358072	6.5629454	dELS	chr22	19959271	19959617	EH38E3467798	346
-0.4361512	6.2852902	dELS	chr22	19959654	19959872	EH38E3467799	218
-0.8096049	6.3125205	dELS	chr22	19959888	19960081	EH38E3467800	193
9.133885	6.6454115	dELS	chr22	19975023	19975279	EH38E3467838	256
10.939229	5.77864	PLS	chr22	19987059	19987408	EH38E3467862	349
11.98255	5.8455386	dELS	chr22	20010512	20010788	EH38E3467903	276
6.8017263	-0.8469559	PLS	chr22	20016753	20017094	EH38E3467920	341
6.793018	-0.87831694	PLS	chr22	20016753	20017094	EH38E3467920	341
3.150107	0.48091325	PLS	chr22	20020843	20021191	EH38E3467930	348
-1.0984472	5.182939	dELS	chr22	20023216	20023439	EH38E2150245	223
-1.1807027	5.6572914	dELS	chr22	20024230	20024544	EH38E3467936	314
-1.413676	5.6286273	dELS	chr22	20024691	20024947	EH38E2150247	256
-1.1199914	5.5702605	dELS	chr22	20024984	20025252	EH38E3467937	268
-1.4316459	5.605765	dELS	chr22	20025399	20025732	EH38E3467938	333
-1.2576592	5.3932137	dELS	chr22	20025875	20026198	EH38E3467939	323
-1.3755915	5.4779596	dELS	chr22	20026214	20026433	EH38E3467940	219
0.36637595	6.989065	dELS	chr22	20057789	20058004	EH38E3467981	215
0.44719946	6.7231097	dELS	chr22	20058041	20058383	EH38E3467982	342
0.3190218	6.0781918	dELS	chr22	20058653	20058864	EH38E3467983	211
-0.46092752	6.315329	dELS	chr22	20058952	20059278	EH38E3467984	326
-1.5854445	6.39707	dELS	chr22	20059353	20059696	EH38E4277733	343
-2.08856	6.5735936	dELS	chr22	20059763	20059948	EH38E3467986	185
-2.1469617	6.5632234	dELS	chr22	20059990	20060194	EH38E3467987	204
4.747597	-0.2174881	PLS	chr22	20079977	20080326	EH38E3468012	349
-1.457409	5.937929	dELS	chr22	20082845	20083192	EH38E3468017	347
-0.5608858	6.481982	dELS	chr22	20083374	20083723	EH38E2150299	349
7.1292844	6.6839857	PLS	chr22	20115837	20116186	EH38E3468085	349
4.998184	-0.0946729	PLS	chr22	20117170	20117520	EH38E3468089	350
5.005583	-0.07868052	PLS	chr22	20117170	20117520	EH38E3468089	350
2.3913014	2.8336697	PLS	chr22	20117539	20117774	EH38E3468090	235
0.5429816	4.8111057	PLS	chr22	20131631	20131968	EH38E3468114	337
0.39765316	4.307602	PLS	chr22	20131995	20132264	EH38E4277762	269
3.0722356	0.3122473	PLS	chr22	20206178	20206525	EH38E3468218	347
7.3786526	1.0945358	PLS	chr22	20268236	20268586	EH38E3468328	350
3.798175	3.2360156	PLS	chr22	20299469	20299819	EH38E3468369	350
5.5825033	-1.3274248	PLS	chr22	20319928	20320277	EH38E3468396	349
2.2135751	2.859965	PLS	chr22	20320505	20320660	EH38E3468398	155
1.1122873	3.7285428	PLS	chr22	20320734	20320982	EH38E3468399	248
3.0493498	-0.3761693	PLS	chr22	20393920	20394270	EH38E4277870	350
1.6437128	2.855672	PLS	chr22	20394481	20394633	EH38E3468437	152
1.1115878	3.5429757	PLS	chr22	20394686	20394845	EH38E3468438	159
4.7083845	-1.0536741	PLS	chr22	20495742	20496092	EH38E4277937	350
3.3290317	0.112692885	PLS	chr22	20507360	20507710	EH38E3468581	350
-0.0013956806	5.618057	dELS	chr22	20509772	20509985	EH38E2150672	213
-2.3007612	6.8824277	dELS	chr22	20545623	20545833	EH38E3468617	210
-2.3665495	6.985184	dELS	chr22	20545843	20546085	EH38E3468618	242
-2.3504114	6.903243	dELS	chr22	20546110	20546303	EH38E3468619	193
-2.2967312	6.819319	dELS	chr22	20546469	20546776	EH38E2150710	307
-1.8803467	6.232781	dELS	chr22	20557149	20557300	EH38E3468642	151
-1.9803158	6.258008	dELS	chr22	20557336	20557537	EH38E3468643	201
-2.0622528	6.377311	dELS	chr22	20557540	20557888	EH38E3468644	348
8.484507	2.209814	PLS	chr22	20656657	20656889	EH38E3468763	232
6.782034	-1.023821	PLS	chr22	20656922	20657271	EH38E3468764	349
3.3851798	2.4474142	PLS	chr22	20702843	20703172	EH38E4278091	329
12.583441	7.188751	dELS	chr22	20776979	20777316	EH38E3468835	337
12.09153	6.78291	dELS	chr22	20807252	20807444	EH38E3468872	192
12.024069	6.8790526	dELS	chr22	20807450	20807796	EH38E3468873	346
5.1561704	-1.558981	PLS	chr22	20858708	20859058	EH38E3468905	350
5.1455116	-1.5763613	PLS	chr22	20858708	20859058	EH38E3468905	350
-0.96624535	5.746184	dELS	chr22	20865427	20865635	EH38E3468919	208
-0.72718805	5.8289175	dELS	chr22	20865698	20865896	EH38E4278165	198
-0.7138338	5.635207	dELS	chr22	20865900	20866190	EH38E2150937	290
-0.1356361	6.3179917	dELS	chr22	20866480	20866805	EH38E3468920	325
0.1124348	6.429427	dELS	chr22	20866831	20867075	EH38E2150938	244
0.17511885	6.12569	dELS	chr22	20867096	20867369	EH38E3468921	273
-0.13202839	5.858566	dELS	chr22	20867440	20867779	EH38E3468922	339
-0.4000346	5.6445484	dELS	chr22	20867975	20868322	EH38E3468923	347
-1.5479844	5.628271	dELS	chr22	20868602	20868940	EH38E3468924	338
-0.94367886	5.2555227	dELS	chr22	20885059	20885260	EH38E2150953	201
-1.0494833	5.3161855	dELS	chr22	20885395	20885568	EH38E3468939	173
-0.98090947	5.214442	dELS	chr22	20885604	20885809	EH38E3468940	205
-0.7477925	5.2841535	dELS	chr22	20885815	20886037	EH38E3468941	222
3.9237988	-0.37121433	PLS	chr22	20917144	20917494	EH38E3468957	350
-1.2459465	5.3621387	dELS	chr22	20920146	20920315	EH38E3468963	169
-1.3612753	5.3536406	dELS	chr22	20920680	20920866	EH38E2150986	186
-1.3012359	5.312488	dELS	chr22	20920895	20921109	EH38E2150987	214
-1.2344817	6.043121	dELS	chr22	20953671	20953872	EH38E3468990	201
-0.9585165	5.870808	dELS	chr22	20953967	20954316	EH38E2151018	349
4.7615356	-0.025056034	PLS	chr22	20982097	20982401	EH38E4278245	304
8.093733	3.6374502	PLS	chr22	21001669	21001985	EH38E3469076	316
5.9110312	4.5274916	PLS	chr22	21001989	21002318	EH38E3469077	329
5.9059567	4.5365925	PLS	chr22	21001989	21002318	EH38E3469077	329
7.646455	-0.19627057	PLS	chr22	21014159	21014509	EH38E3469087	350
7.7060437	-0.15609208	PLS	chr22	21014159	21014509	EH38E3469087	350
1.7264363	2.1111119	PLS	chr22	21015073	21015299	EH38E4278260	226
-1.9445696	7.228474	dELS	chr22	21447864	21448210	EH38E3469232	346
-1.9547521	7.20681	dELS	chr22	21448316	21448480	EH38E3469233	164
2.856642	0.33802453	PLS	chr22	21567524	21567871	EH38E3469265	347
-1.6609942	6.7548447	dELS	chr22	21582891	21583103	EH38E3469283	212
-1.3254579	6.763494	dELS	chr22	21583166	21583338	EH38E3469284	172
-2.244177	7.029035	dELS	chr22	21606746	21607091	EH38E2151237	345
-2.289116	6.886866	dELS	chr22	21607098	21607418	EH38E4278393	320
-2.3115592	7.0822234	dELS	chr22	21607573	21607825	EH38E3469311	252
3.0786076	3.9511287	PLS	chr22	21629927	21630277	EH38E3469341	350
1.3918327	4.9744773	PLS	chr22	21632515	21632865	EH38E3469346	350
4.521976	0.36493316	PLS	chr22	21641986	21642335	EH38E3469362	349
1.8464034	5.3257027	PLS	chr22	21651930	21652280	EH38E3469377	350
1.6390476	5.0995374	PLS	chr22	21652322	21652491	EH38E2151295	169
1.5177652	5.480546	PLS	chr22	21652815	21653020	EH38E4278410	205
1.2519375	5.7322917	PLS	chr22	21653051	21653384	EH38E4278411	333
3.5669577	0.4423353	PLS	chr22	21665859	21666123	EH38E3469399	264
