chrom	start	end	rDHS	cCRE_type
chr19	18373463	18373813	EH38E4194960	pELS
chr19	18373850	18374200	EH38E3296041	pELS
chr19	18374345	18374695	EH38E3296042	pELS
chr19	18374942	18375112	EH38E3296043	pELS
chr19	18375428	18375688	EH38E3296044	pELS
chr19	18378333	18378557	EH38E1944270	dELS
chr19	18378815	18379099	EH38E1944271	dELS
chr19	18380053	18380209	EH38E3296046	dELS
chr19	18380216	18380564	EH38E1944274	pELS
chr19	18385695	18385876	EH38E3296054	pELS
chr19	18385995	18386342	EH38E3296055	PLS
chr19	18386500	18386668	EH38E3296056	PLS
chr19	18386735	18387049	EH38E1944285	pELS
chr19	18387058	18387288	EH38E3296057	pELS
chr19	18387412	18387716	EH38E3296058	pELS
chr19	18388160	18388345	EH38E1944287	pELS
chr19	18388427	18388776	EH38E1944288	dELS
chr19	18388832	18389105	EH38E4194962	dELS
chr19	18397553	18397903	EH38E1944302	PLS
chr19	18401778	18402125	EH38E3296078	dELS
chr19	18408048	18408378	EH38E3296085	dELS
chr19	18414058	18414357	EH38E3296094	dELS
chr19	18414476	18414818	EH38E3296095	dELS
chr19	18414897	18415247	EH38E1944317	dELS
chr19	18415397	18415744	EH38E3296096	dELS
chr19	18415803	18416034	EH38E3296097	dELS
chr19	18416185	18416389	EH38E3296098	dELS
chr19	18416395	18416744	EH38E3296099	dELS
chr19	18416859	18417209	EH38E3296100	dELS
chr19	18417494	18417837	EH38E3296101	pELS
chr19	18417966	18418126	EH38E3296102	pELS
chr19	18418129	18418279	EH38E4194968	pELS
chr19	18418319	18418520	EH38E3296104	pELS
chr19	18418641	18418842	EH38E4194969	pELS
chr19	18418896	18419116	EH38E4194970	pELS
chr19	18419157	18419494	EH38E3296107	PLS
chr19	18419510	18419670	EH38E3296108	PLS
chr19	18419724	18419904	EH38E3296109	PLS
chr19	18419991	18420157	EH38E3296110	pELS
chr19	18420217	18420390	EH38E1944333	pELS
chr19	18420955	18421132	EH38E3296112	pELS
chr19	18421702	18421921	EH38E3296115	dELS
chr19	18428919	18429241	EH38E3296135	dELS
chr19	18429244	18429400	EH38E3296136	dELS
chr19	18429428	18429657	EH38E3296137	dELS
chr19	18429742	18429963	EH38E4194973	dELS
chr19	18432186	18432395	EH38E3296145	pELS
chr19	18432424	18432577	EH38E1944361	pELS
chr19	18432658	18432862	EH38E3296146	pELS
chr19	18432862	18433103	EH38E3296147	pELS
chr19	18433132	18433476	EH38E1944363	PLS
chr19	18433536	18433743	EH38E3296148	pELS
chr19	18433783	18433933	EH38E3296149	pELS
chr19	18434023	18434332	EH38E3296150	pELS
chr19	18436357	18436700	EH38E3296156	pELS
chr19	18436707	18436993	EH38E3296157	pELS
chr19	18437094	18437441	EH38E3296158	PLS
chr19	18437517	18437695	EH38E3296159	pELS
chr19	18437836	18438031	EH38E3296160	PLS
chr19	18438038	18438354	EH38E3296161	PLS
chr19	18438396	18438568	EH38E3296162	pELS
chr19	18438716	18438986	EH38E1944378	pELS
chr19	18439124	18439289	EH38E3296163	pELS
chr19	18439318	18439501	EH38E3296164	pELS
chr19	18439695	18439968	EH38E3296165	pELS
chr19	18440461	18440811	EH38E3296166	pELS
chr19	18441762	18442103	EH38E3296169	pELS
chr19	18478910	18479258	EH38E3296240	dELS
chr19	18484564	18484742	EH38E3296246	dELS
chr19	18484897	18485232	EH38E3296247	dELS
chr19	18486440	18486790	EH38E1944442	dELS
chr19	18507299	18507451	EH38E3296286	dELS
chr19	18519965	18520312	EH38E3296306	pELS
chr19	18520343	18520512	EH38E1944488	pELS
chr19	18520580	18520762	EH38E3296307	pELS
chr19	18520844	18521193	EH38E3296308	pELS
chr19	18521341	18521491	EH38E3296309	pELS
chr19	18521517	18521718	EH38E3296310	pELS
chr19	18521753	18521973	EH38E3296311	pELS
chr19	18521994	18522162	EH38E3296312	PLS
chr19	18522170	18522520	EH38E3296313	pELS
chr19	18522551	18522701	EH38E3296314	pELS
chr19	18522841	18523089	EH38E3296315	pELS
chr19	18542362	18542560	EH38E4195000	pELS
chr19	18542924	18543244	EH38E3296332	PLS
chr19	18543459	18543809	EH38E3296333	PLS
chr19	18543966	18544315	EH38E1944508	pELS
chr19	18544729	18545053	EH38E3296334	pELS
chr19	18556956	18557277	EH38E1944514	pELS
chr19	18557601	18557948	EH38E3296343	PLS
chr19	18558222	18558450	EH38E3296344	pELS
chr19	18558669	18558945	EH38E3296345	pELS
chr19	18571192	18571542	EH38E4195008	pELS
chr19	18571553	18571903	EH38E3296353	PLS
chr19	18572006	18572170	EH38E3296354	PLS
chr19	18572836	18573179	EH38E4195010	pELS
chr19	18587813	18588101	EH38E3296368	pELS
chr19	18588226	18588442	EH38E3296369	pELS
chr19	18588544	18588894	EH38E3296370	PLS
chr19	18588973	18589323	EH38E3296371	pELS
chr19	18589362	18589659	EH38E3296372	pELS
chr19	18589850	18590195	EH38E3296373	pELS
chr19	18590514	18590863	EH38E1944541	pELS
chr19	18593459	18593623	EH38E3296376	dELS
chr19	18593646	18593822	EH38E3296377	dELS
chr19	18594270	18594618	EH38E3296378	dELS
chr19	18596481	18596645	EH38E3296383	dELS
chr19	18596706	18597053	EH38E3296384	dELS
chr19	18636142	18636428	EH38E3296432	pELS
chr19	18636687	18637036	EH38E3296433	PLS
chr19	18682886	18683087	EH38E1944634	pELS
chr19	18683118	18683288	EH38E3296492	pELS
chr19	18683396	18683745	EH38E3296493	PLS
chr19	18683766	18684069	EH38E3296494	pELS
chr19	18696054	18696381	EH38E3296500	dELS
chr19	18831511	18831662	EH38E4195113	pELS
chr19	18831704	18832052	EH38E3296651	PLS
chr19	18832103	18832296	EH38E3296652	PLS
chr19	18832422	18832705	EH38E3296653	pELS
chr19	18832723	18832934	EH38E3296654	pELS
chr19	18833025	18833204	EH38E3296655	pELS
chr19	18833992	18834193	EH38E3296659	dELS
chr19	18834201	18834353	EH38E3296660	dELS
chr19	18896054	18896271	EH38E3296746	PLS
chr19	18918307	18918460	EH38E4195138	pELS
chr19	18918462	18918789	EH38E4195139	pELS
chr19	18918893	18919094	EH38E4195140	pELS
chr19	18919098	18919248	EH38E4195141	PLS
chr19	18919366	18919715	EH38E3296780	PLS
chr19	18941050	18941396	EH38E3296805	PLS
chr19	19032418	19032768	EH38E3296874	pELS
chr19	19032813	19033033	EH38E3296875	pELS
chr19	19033123	19033331	EH38E3296876	pELS
chr19	19033391	19033710	EH38E3296877	PLS
chr19	19033764	19033926	EH38E3296878	PLS
chr19	19034063	19034247	EH38E4195178	PLS
chr19	19034282	19034632	EH38E1944943	pELS
chr19	19057774	19058056	EH38E3296899	dELS
chr19	19059148	19059382	EH38E3296900	dELS
chr19	19059384	19059701	EH38E3296901	dELS
chr19	19059822	19060088	EH38E1944963	dELS
chr19	19060164	19060508	EH38E3296902	dELS
chr19	19060541	19060743	EH38E3296903	dELS
chr19	19060868	19061166	EH38E1944965	dELS
chr19	19061561	19061894	EH38E3296905	dELS
chr19	19062489	19062760	EH38E3296906	pELS
chr19	19062970	19063287	EH38E3296907	pELS
chr19	19063362	19063518	EH38E3296908	pELS
chr19	19063588	19063937	EH38E3296909	pELS
chr19	19064122	19064273	EH38E3296910	pELS
chr19	19064855	19065019	EH38E3296913	pELS
chr19	19065068	19065277	EH38E3296914	pELS
chr19	19065450	19065641	EH38E3296915	pELS
chr19	19081854	19082196	EH38E3296923	dELS
chr19	19105310	19105634	EH38E3296950	pELS
chr19	19105647	19105819	EH38E3296951	PLS
chr19	19120880	19121196	EH38E3296973	dELS
chr19	19134760	19135106	EH38E1945018	dELS
chr19	19135192	19135348	EH38E3296978	dELS
chr19	19137638	19137922	EH38E3296982	pELS
chr19	19138112	19138262	EH38E4195208	pELS
chr19	19138347	19138693	EH38E3296984	PLS
chr19	19170156	19170505	EH38E1945050	PLS
chr19	19170582	19170803	EH38E4195213	pELS
chr19	19172069	19172393	EH38E3297017	pELS
chr19	19172653	19172981	EH38E3297018	dELS
chr19	19186366	19186705	EH38E3297030	dELS
chr19	19191559	19191884	EH38E3297035	pELS
chr19	19192004	19192354	EH38E3297036	PLS
chr19	19192513	19192863	EH38E3297037	PLS
chr19	19193095	19193305	EH38E3297038	pELS
chr19	19202386	19202587	EH38E3297045	pELS
chr19	19202660	19202899	EH38E3297046	pELS
chr19	19203040	19203196	EH38E3297047	pELS
chr19	19203276	19203623	EH38E3297048	PLS
chr19	19319896	19320087	EH38E4195277	pELS
chr19	19320213	19320363	EH38E3297144	pELS
chr19	19320440	19320646	EH38E3297145	PLS
chr19	19320649	19320901	EH38E3297146	PLS
chr19	19321024	19321182	EH38E3297147	pELS
chr19	19321309	19321588	EH38E3297148	pELS
chr19	19321769	19322058	EH38E1945145	pELS
chr19	19364856	19365199	EH38E3297192	dELS
chr19	19366648	19366842	EH38E3297194	dELS
chr19	19366855	19367204	EH38E1945168	dELS
chr19	19372990	19373337	EH38E3297201	dELS
chr19	19375052	19375251	EH38E1945172	dELS
chr19	19375313	19375485	EH38E3297202	dELS
chr19	19385173	19385420	EH38E3297215	pELS
chr19	19385471	19385819	EH38E3297216	PLS
chr19	19385881	19386231	EH38E3297217	pELS
chr19	19386488	19386667	EH38E3297218	pELS
chr19	19386695	19386915	EH38E1945188	pELS
chr19	19388507	19388841	EH38E3297221	dELS
chr19	19389163	19389407	EH38E1945191	dELS
chr19	19389408	19389721	EH38E1945192	dELS
chr19	19389750	19389993	EH38E3297222	dELS
chr19	19392075	19392264	EH38E3297225	dELS
chr19	19394866	19395214	EH38E3297226	dELS
chr19	19403368	19403712	EH38E1945199	pELS
chr19	19405051	19405206	EH38E3297230	pELS
chr19	19405398	19405748	EH38E3297231	PLS
chr19	19405933	19406085	EH38E3297232	pELS
chr19	19406237	19406534	EH38E3297233	pELS
chr19	19406646	19406805	EH38E4195294	pELS
chr19	19406845	19407189	EH38E3297234	pELS
chr19	19407362	19407699	EH38E3297235	pELS
chr19	19409742	19409897	EH38E3297238	dELS
chr19	19410287	19410610	EH38E3297239	dELS
chr19	19410955	19411112	EH38E3297240	dELS
chr19	19444747	19445093	EH38E3297274	dELS
chr19	19459810	19460158	EH38E3297291	pELS
chr19	19462231	19462579	EH38E3297296	dELS
chr19	19464451	19464679	EH38E1945273	dELS
chr19	19488400	19488551	EH38E3297325	dELS
chr19	19488573	19488920	EH38E1945307	dELS
chr19	19489209	19489559	EH38E3297326	dELS
chr19	19490389	19490728	EH38E3297328	dELS
chr19	19515600	19515932	EH38E3297365	pELS
chr19	19516037	19516383	EH38E3297366	PLS
chr19	19516424	19516593	EH38E1945328	pELS
chr19	19516604	19516772	EH38E4195334	pELS
chr19	19517291	19517463	EH38E3297368	pELS
chr19	19540403	19540729	EH38E3297407	dELS
chr19	19597921	19598271	EH38E3297460	dELS
chr19	19618658	19619007	EH38E3297481	PLS
chr19	19642533	19642828	EH38E3297516	pELS
chr19	19642868	19643075	EH38E3297517	pELS
chr19	19643124	19643441	EH38E3297518	pELS
chr19	19643529	19643835	EH38E3297519	PLS
chr19	19643874	19644136	EH38E3297520	pELS
chr19	19661874	19662223	EH38E1945463	PLS
chr19	19662366	19662654	EH38E3297553	pELS
chr19	19662831	19662981	EH38E3297555	pELS
chr19	19662995	19663196	EH38E1945465	pELS
chr19	19663245	19663521	EH38E3297556	pELS
chr19	19663523	19663676	EH38E3297557	PLS
chr19	19663703	19664053	EH38E3297558	pELS
chr19	19664076	19664279	EH38E3297559	pELS
chr19	19668200	19668534	EH38E3297564	pELS
chr19	19668571	19668915	EH38E3297565	PLS
chr19	19668923	19669228	EH38E3297566	PLS
chr19	19732434	19732607	EH38E3297592	pELS
chr19	19732625	19732929	EH38E3297593	pELS
chr19	19732991	19733341	EH38E3297594	PLS
chr19	19733358	19733527	EH38E1945501	pELS
chr19	19775963	19776118	EH38E3297622	pELS
chr19	19776130	19776285	EH38E3297623	PLS
chr19	19776408	19776756	EH38E1945518	PLS
chr19	19776882	19777080	EH38E1945519	pELS
chr19	19865622	19865968	EH38E3297653	PLS
chr19	19866030	19866217	EH38E4195405	pELS
chr19	19866366	19866539	EH38E4195406	pELS
chr19	19866621	19866971	EH38E3297655	pELS
chr19	19866986	19867147	EH38E4195407	pELS
chr19	19900235	19900518	EH38E1945561	pELS
chr19	19900536	19900694	EH38E3297666	pELS
chr19	19900700	19901049	EH38E3297667	PLS
chr19	19901111	19901273	EH38E3297668	pELS
chr19	19901321	19901475	EH38E4195412	pELS
chr19	19901571	19901919	EH38E1945565	pELS
chr19	19943822	19944142	EH38E3297681	dELS
chr19	19944299	19944472	EH38E3297682	dELS
chr19	20077754	20078104	EH38E3297719	PLS
chr19	20166974	20167324	EH38E3297741	PLS
chr19	20238333	20238683	EH38E3297765	PLS
chr19	20424825	20425175	EH38E1945772	PLS
chr19	20659952	20660161	EH38E3297907	pELS
chr19	20660260	20660603	EH38E3297908	pELS
chr19	20661050	20661212	EH38E1945823	pELS
chr19	20661246	20661406	EH38E3297909	pELS
chr19	20661478	20661823	EH38E3297910	PLS
chr19	20776057	20776407	EH38E3297927	PLS
chr19	20923014	20923363	EH38E3297944	PLS
chr19	20999699	21000047	EH38E3297956	PLS
chr19	21020365	21020715	EH38E1945885	PLS
chr19	21020783	21021077	EH38E4195488	pELS
chr19	21081948	21082298	EH38E1945902	PLS
chr19	21082367	21082534	EH38E3297978	pELS
chr19	21082616	21082939	EH38E1945904	pELS
chr19	21127033	21127312	EH38E1945921	dELS
chr19	21127989	21128190	EH38E1945922	dELS
chr19	21128841	21129165	EH38E3297996	dELS
chr19	21129297	21129636	EH38E3297997	dELS
chr19	21141099	21141349	EH38E3298003	pELS
chr19	21141793	21142143	EH38E1945931	PLS
chr19	21142210	21142361	EH38E3298004	pELS
chr19	21142413	21142566	EH38E1945933	pELS
chr19	21197659	21197973	EH38E3298021	dELS
chr19	21198014	21198364	EH38E4195501	dELS
chr19	21328902	21329188	EH38E3298057	pELS
chr19	21329279	21329628	EH38E3298058	PLS
chr19	21358765	21359113	EH38E3298062	PLS
chr19	21359122	21359334	EH38E1945999	PLS
chr19	21396878	21397228	EH38E3298066	PLS
chr19	21397372	21397562	EH38E3298067	pELS
chr19	21457842	21458112	EH38E3298074	dELS
chr19	21458139	21458363	EH38E3298075	dELS
chr19	21458558	21458754	EH38E3298076	dELS
chr19	21460708	21461048	EH38E1946027	dELS
chr19	21463423	21463655	EH38E1946030	pELS
chr19	21463797	21464145	EH38E3298079	PLS
chr19	21505373	21505722	EH38E3298099	PLS
chr19	21505750	21505931	EH38E1946052	pELS
chr19	21505938	21506100	EH38E1946053	pELS
chr19	21506262	21506420	EH38E3298100	pELS
chr19	21506794	21506950	EH38E4195536	pELS
chr19	21573960	21574163	EH38E3298120	dELS
chr19	21592724	21593057	EH38E3298132	pELS
chr19	21593063	21593271	EH38E3298133	pELS
chr19	21593624	21593807	EH38E3298134	pELS
chr19	21593979	21594328	EH38E1946100	pELS
chr19	21602657	21602886	EH38E3298141	dELS
chr19	21602888	21603210	EH38E1946112	dELS
chr19	21603417	21603709	EH38E3298142	dELS
chr19	21603808	21604134	EH38E3298143	dELS
chr19	21612051	21612400	EH38E3298150	dELS
chr19	21625300	21625524	EH38E3298156	dELS
chr19	21625739	21625899	EH38E3298157	dELS
chr19	21627027	21627250	EH38E1946132	dELS
chr19	21627378	21627719	EH38E1946133	dELS
chr19	21694571	21694822	EH38E3298176	dELS
chr19	21766960	21767179	EH38E1946170	pELS
chr19	21767197	21767412	EH38E1946171	pELS
chr19	21767460	21767810	EH38E3298197	PLS
chr19	21835854	21836043	EH38E1946186	pELS
chr19	21836070	21836419	EH38E3298206	PLS
chr19	21851637	21851937	EH38E1946198	PLS
chr19	21851952	21852302	EH38E3298218	PLS
chr19	22010825	22011167	EH38E3298257	PLS
chr19	22052255	22052599	EH38E3298262	PLS
chr19	22052698	22052887	EH38E3298263	pELS
chr19	23003070	23003415	EH38E3298392	PLS
chr19	23075018	23075367	EH38E1946375	PLS
chr19	23075378	23075548	EH38E1946376	pELS
chr19	23116788	23117137	EH38E1946389	PLS
chr19	23250279	23250629	EH38E3298438	PLS
chr19	23274070	23274418	EH38E3298450	PLS
chr19	23395368	23395716	EH38E3298494	PLS
chr19	23686585	23686790	EH38E3298591	pELS
chr19	23686790	23687010	EH38E3298592	pELS
chr19	23687059	23687400	EH38E3298593	PLS
chr19	23699020	23699285	EH38E1946619	dELS
chr19	23699287	23699461	EH38E3298597	dELS
chr19	23724278	23724529	EH38E1946630	dELS
chr19	23758180	23758484	EH38E3298613	pELS
chr19	23758554	23758731	EH38E3298614	pELS
chr19	23758779	23759126	EH38E3298615	PLS
chr19	23762757	23763104	EH38E3298620	PLS
chr19	23763105	23763265	EH38E4195680	PLS
chr19	23763393	23763621	EH38E1946647	pELS
chr19	23763635	23763844	EH38E1946648	pELS
chr19	23764828	23765154	EH38E3298623	pELS
chr19	23914639	23914989	EH38E3298673	PLS
chr19	23915015	23915183	EH38E1946721	PLS
chr19	23915228	23915429	EH38E1946722	pELS
chr19	24033247	24033596	EH38E3298702	PLS
chr19	24033607	24033791	EH38E3298703	PLS
chr19	24033964	24034310	EH38E3298704	pELS
chr19	24086653	24086864	EH38E1946803	pELS
chr19	24086956	24087302	EH38E3298732	PLS
chr19	24087332	24087490	EH38E3298733	pELS
chr19	24087543	24087735	EH38E1946806	pELS
chr19	27793041	27793208	EH38E4195749	PLS
chr19	27793209	27793559	EH38E1946954	PLS
chr19	27793574	27793789	EH38E3298851	PLS
chr19	27793795	27794142	EH38E3298852	PLS
chr19	27794176	27794368	EH38E3298853	pELS
chr19	27794446	27794744	EH38E1946958	pELS
chr19	27794751	27794946	EH38E4195750	pELS
chr19	28481200	28481542	EH38E1947228	dELS
chr19	28520247	28520596	EH38E3299074	dELS
chr19	28522255	28522411	EH38E3299075	dELS
chr19	28522620	28522853	EH38E1947265	dELS
chr19	28522865	28523215	EH38E4195892	dELS
chr19	28526147	28526393	EH38E3299078	dELS
chr19	28527605	28527895	EH38E3299079	dELS
chr19	28528775	28529125	EH38E4195894	dELS
chr19	28530481	28530672	EH38E3299080	dELS
chr19	28532741	28533091	EH38E4195898	dELS
chr19	28534781	28535131	EH38E4195900	pELS
chr19	28535372	28535645	EH38E3299081	pELS
chr19	28537190	28537477	EH38E3299082	dELS
chr19	28541170	28541493	EH38E4195903	dELS
chr19	28542614	28542776	EH38E3299084	dELS
chr19	28542893	28543243	EH38E1947278	dELS
chr19	28543737	28543904	EH38E4195904	dELS
chr19	28544596	28544920	EH38E3299086	dELS
chr19	28544932	28545172	EH38E4195906	dELS
chr19	28546208	28546503	EH38E3299087	dELS
chr19	28546595	28546945	EH38E4195909	dELS
chr19	28552950	28553257	EH38E1947287	dELS
chr19	28560857	28561103	EH38E3299092	dELS
chr19	28574266	28574581	EH38E3299096	dELS
chr19	28602106	28602440	EH38E3299116	dELS
chr19	28602455	28602677	EH38E3299117	dELS
chr19	28602704	28603037	EH38E3299118	dELS
chr19	28604058	28604386	EH38E1947324	dELS
chr19	28604977	28605138	EH38E3299120	pELS
chr19	28605341	28605554	EH38E4195925	pELS
chr19	28605579	28605921	EH38E3299122	pELS
chr19	28605958	28606133	EH38E3299123	pELS
chr19	28606440	28606787	EH38E3299124	PLS
chr19	28606879	28607156	EH38E3299125	PLS
chr19	28607157	28607507	EH38E4195926	pELS
chr19	28607801	28608151	EH38E4195927	pELS
chr19	28608649	28608872	EH38E3299126	pELS
chr19	28608876	28609203	EH38E3299127	pELS
chr19	28609390	28609725	EH38E3299128	dELS
chr19	28609898	28610116	EH38E3299129	dELS
chr19	28611612	28611869	EH38E3299131	dELS
chr19	28613129	28613389	EH38E3299132	dELS
chr19	28613413	28613647	EH38E1947335	dELS
chr19	28614074	28614424	EH38E4195931	dELS
chr19	28614752	28615055	EH38E3299133	dELS
chr19	28615502	28615825	EH38E3299134	dELS
chr19	28616007	28616326	EH38E3299135	dELS
chr19	28633774	28633987	EH38E1947348	pELS
chr19	28726986	28727166	EH38E3299166	pELS
chr19	28727515	28727848	EH38E3299168	PLS
chr19	29092560	29092900	EH38E3299281	pELS
chr19	29093049	29093398	EH38E3299282	PLS
chr19	29211852	29212063	EH38E4196081	pELS
chr19	29212127	29212456	EH38E1947550	pELS
chr19	29212475	29212676	EH38E3299314	pELS
chr19	29213059	29213407	EH38E1947552	PLS
chr19	29605465	29605767	EH38E3299502	pELS
chr19	29605807	29606008	EH38E3299503	pELS
chr19	29606077	29606425	EH38E3299504	PLS
chr19	29606430	29606636	EH38E3299505	pELS
chr19	29627814	29628088	EH38E3299531	dELS
chr19	29662492	29662838	EH38E1947764	dELS
chr19	29663007	29663346	EH38E3299554	dELS
chr19	29665008	29665169	EH38E3299557	pELS
chr19	29665198	29665539	EH38E3299558	PLS
chr19	29665621	29665956	EH38E3299559	pELS
chr19	29666030	29666251	EH38E3299560	pELS
chr19	29666313	29666584	EH38E3299561	pELS
chr19	29666674	29666923	EH38E1947774	pELS
chr19	29671364	29671714	EH38E1947781	dELS
chr19	29671749	29672098	EH38E3299570	dELS
chr19	29687302	29687510	EH38E3299605	dELS
chr19	29687532	29687881	EH38E3299606	dELS
chr19	29688222	29688546	EH38E3299608	dELS
chr19	29691045	29691199	EH38E3299609	dELS
chr19	29714811	29715160	EH38E4196264	PLS
chr19	29715180	29715399	EH38E4196265	PLS
chr19	29715415	29715625	EH38E3299643	PLS
chr19	29715627	29715833	EH38E1947835	pELS
chr19	29715916	29716246	EH38E3299644	pELS
chr19	29716366	29716542	EH38E3299645	pELS
chr19	29716573	29716872	EH38E3299646	pELS
chr19	29806095	29806445	EH38E1947884	dELS
chr19	29810477	29810825	EH38E3299683	pELS
chr19	29811144	29811298	EH38E4196304	pELS
chr19	29811373	29811620	EH38E4196305	pELS
chr19	29811644	29811994	EH38E3299687	PLS
chr19	29941838	29942032	EH38E3299768	pELS
chr19	29942040	29942389	EH38E3299769	PLS
chr19	29942471	29942820	EH38E4196348	pELS
chr19	29942871	29943022	EH38E3299771	pELS
chr19	29943063	29943329	EH38E3299772	pELS
chr19	29943729	29944057	EH38E3299773	pELS
chr19	32345427	32345761	EH38E3300710	PLS
chr19	32345773	32345932	EH38E1949018	PLS
chr19	32345966	32346129	EH38E3300711	pELS
chr19	32346295	32346496	EH38E1949020	pELS
chr19	32368902	32369058	EH38E3300729	dELS
chr19	32373818	32374168	EH38E1949057	dELS
chr19	32375292	32375468	EH38E1949059	dELS
chr19	32403628	32403907	EH38E1949075	pELS
chr19	32404194	32404535	EH38E3300740	pELS
chr19	32404728	32404910	EH38E3300741	pELS
chr19	32405063	32405344	EH38E3300742	pELS
chr19	32405472	32405822	EH38E1949081	PLS
chr19	32405855	32406204	EH38E3300743	PLS
chr19	32406370	32406523	EH38E3300744	pELS
chr19	32406565	32406783	EH38E1949084	pELS
chr19	32407031	32407379	EH38E1949085	pELS
chr19	32418017	32418238	EH38E4197002	dELS
chr19	32421645	32421825	EH38E3300748	dELS
chr19	32421984	32422332	EH38E3300749	dELS
chr19	32580693	32580866	EH38E3300800	pELS
chr19	32580905	32581254	EH38E3300801	PLS
chr19	32581304	32581516	EH38E3300802	PLS
chr19	32581566	32581767	EH38E3300803	PLS
chr19	32581784	32582132	EH38E3300804	pELS
chr19	32628464	32628813	EH38E3300817	dELS
chr19	32670104	32670267	EH38E3300845	dELS
chr19	32670308	32670565	EH38E3300846	dELS
chr19	32671888	32672148	EH38E3300848	dELS
chr19	32672326	32672610	EH38E3300849	dELS
chr19	32672985	32673163	EH38E1949208	dELS
chr19	32674307	32674570	EH38E3300851	pELS
chr19	32674681	32674847	EH38E3300852	pELS
chr19	32674870	32675061	EH38E3300853	pELS
chr19	32675154	32675504	EH38E3300854	PLS
chr19	32675655	32676005	EH38E1949215	PLS
chr19	32687692	32688033	EH38E3300861	dELS
chr19	32688338	32688685	EH38E3300862	dELS
chr19	32690148	32690477	EH38E3300863	pELS
chr19	32690701	32690923	EH38E3300864	pELS
chr19	32690999	32691288	EH38E3300865	pELS
chr19	32691337	32691613	EH38E4197073	pELS
chr19	32691618	32691963	EH38E3300866	PLS
chr19	32692000	32692152	EH38E4197074	pELS
chr19	32692179	32692528	EH38E3300868	pELS
chr19	32692564	32692716	EH38E3300869	pELS
chr19	32692800	32692980	EH38E3300870	pELS
chr19	32693227	32693577	EH38E1949231	pELS
chr19	32709091	32709397	EH38E3300885	dELS
chr19	32971930	32972280	EH38E3300979	PLS
chr19	32972389	32972544	EH38E1949339	PLS
chr19	33064871	33065199	EH38E1949395	PLS
chr19	33080801	33080951	EH38E3301044	pELS
chr19	33080952	33081300	EH38E1949409	PLS
chr19	33081365	33081541	EH38E3301045	pELS
chr19	33093502	33093715	EH38E3301051	dELS
chr19	33124670	33125015	EH38E3301064	dELS
chr19	33176323	33176554	EH38E3301084	pELS
chr19	33176628	33176797	EH38E3301085	pELS
chr19	33176890	33177061	EH38E3301086	PLS
chr19	33177104	33177454	EH38E1949467	pELS
chr19	33302494	33302840	EH38E1949613	PLS
chr19	33372943	33373205	EH38E1949666	pELS
chr19	33373222	33373423	EH38E1949667	pELS
chr19	33373477	33373825	EH38E3301306	PLS
chr19	33373919	33374267	EH38E3301307	pELS
chr19	33374469	33374744	EH38E3301308	pELS
chr19	33521534	33521688	EH38E3301487	PLS
chr19	33521700	33522050	EH38E3301488	PLS
chr19	33795347	33795697	EH38E3301658	pELS
chr19	33795821	33796171	EH38E1949946	pELS
chr19	33796175	33796325	EH38E3301659	pELS
chr19	33796353	33796693	EH38E3301660	pELS
chr19	33796715	33797038	EH38E3301661	PLS
chr19	33797166	33797499	EH38E3301662	pELS
chr19	33797585	33797806	EH38E3301663	pELS
chr19	33797865	33798208	EH38E3301664	pELS
chr19	34134336	34134685	EH38E3301765	dELS
chr19	34134690	34134950	EH38E3301766	dELS
chr19	34135132	34135305	EH38E1950085	dELS
chr19	34165307	34165650	EH38E3301776	dELS
chr19	34171392	34171567	EH38E4197500	pELS
chr19	34171573	34171875	EH38E4197501	pELS
chr19	34171949	34172111	EH38E4197502	pELS
chr19	34172266	34172616	EH38E3301782	PLS
chr19	34172684	34173034	EH38E3301783	pELS
chr19	34173152	34173502	EH38E3301784	pELS
chr19	34173671	34173899	EH38E3301785	pELS
chr19	34232573	34232788	EH38E3301822	dELS
chr19	34232831	34233167	EH38E3301823	dELS
chr19	34233176	34233344	EH38E3301824	dELS
chr19	34254086	34254314	EH38E1950171	pELS
chr19	34254332	34254682	EH38E3301834	PLS
chr19	34254725	34254906	EH38E3301835	pELS
chr19	34254933	34255153	EH38E3301836	pELS
chr19	34255156	34255350	EH38E3301837	pELS
chr19	34270047	34270395	EH38E1950197	dELS
chr19	34316776	34316929	EH38E1950239	dELS
chr19	34317637	34317872	EH38E1950242	dELS
chr19	34358706	34358883	EH38E3301906	pELS
chr19	34358977	34359138	EH38E3301907	pELS
chr19	34359246	34359596	EH38E1950277	PLS
chr19	34359708	34360043	EH38E3301908	pELS
chr19	34363194	34363540	EH38E3301914	pELS
chr19	34364554	34364752	EH38E4197546	PLS
chr19	34364784	34364968	EH38E3301916	PLS
chr19	34364981	34365312	EH38E3301917	PLS
chr19	34365714	34366062	EH38E3301919	pELS
chr19	34366864	34367214	EH38E1950286	pELS
chr19	34367249	34367439	EH38E3301921	dELS
chr19	34403976	34404130	EH38E1950310	pELS
chr19	34404181	34404530	EH38E3301952	PLS
chr19	34404640	34404918	EH38E3301953	PLS
chr19	34427985	34428203	EH38E3301959	PLS
chr19	34428216	34428565	EH38E3301960	PLS
chr19	34428620	34428907	EH38E3301961	PLS
chr19	34428963	34429312	EH38E3301962	pELS
chr19	34429657	34429838	EH38E3301963	pELS
chr19	34731576	34731812	EH38E3302077	dELS
chr19	34732879	34733107	EH38E3302080	pELS
