chrom	start	end	rDHS	cCRE_type	gene_id	strand
chr19	17334711	17335060	EH38E3294979	PLS	ENSG00000130299.17	+
chr19	17337321	17337671	EH38E3294987	PLS	ENSG00000130299.17	+
chr19	17399124	17399474	EH38E3295039	dELS		
chr19	17403295	17403644	EH38E3295043	dELS		
chr19	17405567	17405914	EH38E3295048	PLS	ENSG00000130303.14	-
chr19	17405567	17405914	EH38E3295048	PLS	ENSG00000282851.2	+
chr19	17419757	17420105	EH38E1943408	PLS	ENSG00000141971.13	
chr19	17419757	17420105	EH38E1943408	PLS	ENSG00000269053.1	-
chr19	17420201	17420420	EH38E3295065	PLS	ENSG00000141971.13	
chr19	17448644	17448992	EH38E4194589	PLS	ENSG00000188051.7	-
chr19	17470129	17470473	EH38E1943444	PLS	ENSG00000130304.17	+
chr19	17470582	17470797	EH38E4194598	PLS	ENSG00000130304.17	+
chr19	17507886	17508232	EH38E3295150	dELS		
chr19	17508261	17508533	EH38E3295151	dELS		
chr19	17510691	17511022	EH38E4194613	PLS	ENSG00000269439.7	
chr19	17511398	17511744	EH38E3295156	PLS	ENSG00000130313.7	+
chr19	17511398	17511744	EH38E3295156	PLS	ENSG00000269439.7	
chr19	17511780	17511956	EH38E1943491	PLS	ENSG00000269439.7	
chr19	17545491	17545759	EH38E3295187	dELS		
chr19	17545776	17545985	EH38E3295188	dELS		
chr19	17546514	17546679	EH38E3295189	dELS		
chr19	17553328	17553678	EH38E1943520	dELS		
chr19	17555385	17555734	EH38E3295192	PLS	ENSG00000130309.12	+
chr19	17579770	17580116	EH38E1943539	dELS		
chr19	17605775	17605997	EH38E1943550	dELS		
chr19	17606009	17606357	EH38E1943551	dELS		
chr19	17606361	17606711	EH38E3295233	dELS		
chr19	17606839	17607076	EH38E3295234	dELS		
chr19	17616258	17616418	EH38E4194657	dELS		
chr19	17616487	17616724	EH38E4194658	dELS		
chr19	17616924	17617272	EH38E1943559	dELS		
chr19	17719370	17719630	EH38E3295287	PLS	ENSG00000130479.11	+
chr19	17719984	17720314	EH38E3295290	PLS	ENSG00000130479.11	+
chr19	17743959	17744167	EH38E1943615	dELS		
chr19	17744335	17744572	EH38E3295315	dELS		
chr19	17747475	17747822	EH38E4194712	PLS	ENSG00000130475.15	
chr19	17751271	17751620	EH38E3295326	PLS	ENSG00000130475.15	
chr19	17778583	17778753	EH38E3295354	dELS		
chr19	17778858	17779083	EH38E3295355	dELS		
chr19	17794864	17795211	EH38E3295372	PLS	ENSG00000179913.11	+
chr19	17830917	17831236	EH38E1943683	dELS		
chr19	17841801	17842024	EH38E3295408	dELS		
chr19	17842029	17842350	EH38E3295409	dELS		
chr19	17859575	17859923	EH38E3295433	PLS	ENSG00000105640.13	+
chr19	17860017	17860182	EH38E3295434	PLS	ENSG00000105640.13	+
chr19	17860750	17860959	EH38E3295436	PLS	ENSG00000105640.13	+
chr19	17864638	17864827	EH38E3295444	dELS		
chr19	17864953	17865144	EH38E3295445	dELS		
chr19	17865368	17865626	EH38E3295446	dELS		
chr19	17865698	17865966	EH38E3295447	dELS		
chr19	17866024	17866296	EH38E3295448	dELS		
chr19	17932857	17933151	EH38E3295486	PLS	ENSG00000007080.11	+
chr19	17942258	17942499	EH38E3295495	dELS		
chr19	17942691	17942994	EH38E3295496	dELS		
chr19	17943052	17943213	EH38E3295497	dELS		
chr19	17943256	17943424	EH38E3295498	dELS		
chr19	17943438	17943661	EH38E3295499	dELS		
chr19	17943693	17943956	EH38E3295500	dELS		
chr19	17947529	17947704	EH38E3295507	dELS		
chr19	17947828	17948178	EH38E3295508	dELS		
chr19	17966910	17967250	EH38E3295533	PLS	ENSG00000105642.16	+
chr19	17985088	17985357	EH38E3295551	dELS		
chr19	17985485	17985763	EH38E4194817	dELS		
chr19	17998107	17998380	EH38E4194822	dELS		
chr19	17998398	17998711	EH38E1943831	dELS		
chr19	18000909	18001253	EH38E3295566	PLS	ENSG00000105643.11	+
chr19	18007743	18007914	EH38E3295579	PLS	ENSG00000105643.11	+
chr19	18007946	18008292	EH38E3295580	PLS	ENSG00000105643.11	+
chr19	18013675	18014022	EH38E3295592	dELS		
chr19	18022140	18022485	EH38E3295610	PLS	ENSG00000273654.1	
chr19	18058169	18058365	EH38E4194835	dELS		
chr19	18058369	18058698	EH38E4194836	dELS		
chr19	18090574	18090923	EH38E1943930	dELS		
chr19	18091213	18091561	EH38E3295667	dELS		
chr19	18093488	18093824	EH38E3295669	dELS		
chr19	18097519	18097867	EH38E3295672	PLS	ENSG00000099308.11	
chr19	18098629	18098862	EH38E4194851	PLS	ENSG00000096996.16	-
chr19	18098977	18099178	EH38E1943939	PLS	ENSG00000096996.16	-
chr19	18104301	18104643	EH38E1943948	dELS		
chr19	18104684	18104884	EH38E3295682	dELS		
chr19	18109847	18110152	EH38E3295687	dELS		
chr19	18110173	18110366	EH38E3295688	dELS		
chr19	18110390	18110585	EH38E3295689	dELS		
chr19	18117714	18118059	EH38E3295696	dELS		
chr19	18118059	18118279	EH38E3295697	dELS		
chr19	18118412	18118640	EH38E3295698	dELS		
chr19	18152921	18153271	EH38E3295738	PLS	ENSG00000105647.19	
chr19	18152921	18153271	EH38E3295738	PLS	ENSG00000268173.3	+
chr19	18156798	18157108	EH38E3295747	dELS		
chr19	18157124	18157474	EH38E1944001	dELS		
chr19	18157478	18157628	EH38E4194876	dELS		
chr19	18160621	18160959	EH38E3295753	dELS		
chr19	18161121	18161280	EH38E3295754	dELS		
chr19	18161280	18161630	EH38E3295755	dELS		
chr19	18171630	18171951	EH38E3295771	dELS		
chr19	18173500	18173850	EH38E3295775	PLS	ENSG00000216490.4	+
chr19	18192855	18193205	EH38E3295801	PLS	ENSG00000254858.10	+
chr19	18204033	18204383	EH38E3295816	PLS	ENSG00000105649.10	-
chr19	18204495	18204714	EH38E3295817	PLS	ENSG00000268650.3	
chr19	18220841	18221162	EH38E3295834	PLS	ENSG00000105650.22	
chr19	18224330	18224483	EH38E3295839	PLS	ENSG00000105650.22	
chr19	18224513	18224861	EH38E1944073	PLS	ENSG00000105650.22	
chr19	18233604	18233785	EH38E3295856	PLS	ENSG00000105650.22	
chr19	18262961	18263308	EH38E3295875	dELS		
chr19	18278127	18278455	EH38E3295901	dELS		
chr19	18278601	18278883	EH38E3295902	dELS		
chr19	18278892	18279050	EH38E4194938	dELS		
chr19	18279063	18279324	EH38E4194939	dELS		
chr19	18281439	18281640	EH38E3295908	PLS	ENSG00000130522.6	-
chr19	18282087	18282257	EH38E3295910	PLS	ENSG00000267959.3	+
chr19	18290024	18290304	EH38E1944161	dELS		
chr19	18290365	18290714	EH38E3295924	dELS		
chr19	18291223	18291491	EH38E3295926	dELS		
chr19	18291565	18291897	EH38E3295927	dELS		
chr19	18291995	18292323	EH38E1944166	dELS		
chr19	18292365	18292706	EH38E3295928	dELS		
chr19	18292748	18293093	EH38E3295929	dELS		
chr19	18293102	18293260	EH38E3295930	dELS		
chr19	18293261	18293599	EH38E3295931	dELS		
chr19	18293628	18293967	EH38E3295932	dELS		
chr19	18294623	18294886	EH38E3295935	dELS		
chr19	18301052	18301395	EH38E3295940	dELS		
chr19	18303396	18303745	EH38E3295946	dELS		
chr19	18304056	18304226	EH38E3295947	dELS		
chr19	18304232	18304464	EH38E3295948	dELS		
chr19	18304525	18304861	EH38E3295949	dELS		
chr19	18304872	18305221	EH38E4194947	dELS		
chr19	18305473	18305627	EH38E3295951	dELS		
chr19	18315972	18316320	EH38E3295971	dELS		
chr19	18318246	18318596	EH38E3295975	dELS		
chr19	18318654	18318835	EH38E3295976	dELS		
chr19	18319575	18319874	EH38E3295977	dELS		
chr19	18323062	18323411	EH38E3295983	PLS	ENSG00000130520.11	-
chr19	18328372	18328720	EH38E3295989	dELS		
chr19	18328846	18329121	EH38E3295990	dELS		
chr19	18340396	18340745	EH38E3296005	PLS	ENSG00000130517.14	+
chr19	18364622	18364868	EH38E3296028	dELS		
chr19	18364939	18365289	EH38E1944250	dELS		
chr19	18366193	18366505	EH38E3296030	dELS		
chr19	18368533	18368828	EH38E3296035	dELS		
chr19	18371354	18371514	EH38E3296039	dELS		
chr19	18378333	18378557	EH38E1944270	dELS		
chr19	18378815	18379099	EH38E1944271	dELS		
chr19	18380053	18380209	EH38E3296046	dELS		
chr19	18385995	18386342	EH38E3296055	PLS	ENSG00000130513.7	+
chr19	18386500	18386668	EH38E3296056	PLS	ENSG00000264175.1	+
chr19	18388427	18388776	EH38E1944288	dELS		
chr19	18388832	18389105	EH38E4194962	dELS		
chr19	18397553	18397903	EH38E1944302	PLS	ENSG00000175489.10	-
chr19	18401778	18402125	EH38E3296078	dELS		
chr19	18408048	18408378	EH38E3296085	dELS		
chr19	18414058	18414357	EH38E3296094	dELS		
chr19	18414476	18414818	EH38E3296095	dELS		
chr19	18414897	18415247	EH38E1944317	dELS		
chr19	18415397	18415744	EH38E3296096	dELS		
chr19	18415803	18416034	EH38E3296097	dELS		
chr19	18416185	18416389	EH38E3296098	dELS		
chr19	18416395	18416744	EH38E3296099	dELS		
chr19	18416859	18417209	EH38E3296100	dELS		
chr19	18419157	18419494	EH38E3296107	PLS	ENSG00000130511.16	+
chr19	18419510	18419670	EH38E3296108	PLS	ENSG00000130511.16	+
chr19	18419724	18419904	EH38E3296109	PLS	ENSG00000130511.16	+
chr19	18421702	18421921	EH38E3296115	dELS		
chr19	18428919	18429241	EH38E3296135	dELS		
chr19	18429244	18429400	EH38E3296136	dELS		
chr19	18429428	18429657	EH38E3296137	dELS		
chr19	18429742	18429963	EH38E4194973	dELS		
chr19	18433132	18433476	EH38E1944363	PLS	ENSG00000130511.16	+
chr19	18437094	18437441	EH38E3296158	PLS	ENSG00000105655.19	-
chr19	18437836	18438031	EH38E3296160	PLS	ENSG00000105655.19	-
chr19	18438038	18438354	EH38E3296161	PLS	ENSG00000105655.19	-
chr19	18478910	18479258	EH38E3296240	dELS		
chr19	18484564	18484742	EH38E3296246	dELS		
chr19	18484897	18485232	EH38E3296247	dELS		
chr19	18486440	18486790	EH38E1944442	dELS		
chr19	18507299	18507451	EH38E3296286	dELS		
chr19	18521994	18522162	EH38E3296312	PLS	ENSG00000105656.13	-
chr19	18542924	18543244	EH38E3296332	PLS	ENSG00000105701.16	-
chr19	18543459	18543809	EH38E3296333	PLS	ENSG00000105701.16	-
chr19	18557601	18557948	EH38E3296343	PLS	ENSG00000105700.11	+
chr19	18571553	18571903	EH38E3296353	PLS	ENSG00000221983.8	+
chr19	18572006	18572170	EH38E3296354	PLS	ENSG00000221983.8	+
chr19	18588544	18588894	EH38E3296370	PLS	ENSG00000006015.18	+
chr19	18593459	18593623	EH38E3296376	dELS		
chr19	18593646	18593822	EH38E3296377	dELS		
chr19	18594270	18594618	EH38E3296378	dELS		
chr19	18596481	18596645	EH38E3296383	dELS		
chr19	18596706	18597053	EH38E3296384	dELS		
chr19	18636687	18637036	EH38E3296433	PLS	ENSG00000167487.12	+
chr19	18683396	18683745	EH38E3296493	PLS	ENSG00000105662.16	+
chr19	18696054	18696381	EH38E3296500	dELS		
chr19	18831704	18832052	EH38E3296651	PLS	ENSG00000005007.13	
chr19	18832103	18832296	EH38E3296652	PLS	ENSG00000005007.13	
chr19	18833992	18834193	EH38E3296659	dELS		
chr19	18834201	18834353	EH38E3296660	dELS		
chr19	18896054	18896271	EH38E3296746	PLS	ENSG00000130283.9	-
chr19	18896054	18896271	EH38E3296746	PLS	ENSG00000223802.9	-
chr19	18919098	18919248	EH38E4195141	PLS	ENSG00000105669.14	-
chr19	18919366	18919715	EH38E3296780	PLS	ENSG00000105669.14	-
chr19	18919366	18919715	EH38E3296780	PLS	ENSG00000105671.12	+
chr19	18941050	18941396	EH38E3296805	PLS	ENSG00000051128.19	-
chr19	19033391	19033710	EH38E3296877	PLS	ENSG00000064607.17	-
chr19	19033391	19033710	EH38E3296877	PLS	ENSG00000105676.14	+
chr19	19033764	19033926	EH38E3296878	PLS	ENSG00000064607.17	-
chr19	19034063	19034247	EH38E4195178	PLS	ENSG00000105676.14	+
chr19	19057774	19058056	EH38E3296899	dELS		
chr19	19059148	19059382	EH38E3296900	dELS		
chr19	19059384	19059701	EH38E3296901	dELS		
chr19	19059822	19060088	EH38E1944963	dELS		
chr19	19060164	19060508	EH38E3296902	dELS		
chr19	19060541	19060743	EH38E3296903	dELS		
chr19	19060868	19061166	EH38E1944965	dELS		
chr19	19061561	19061894	EH38E3296905	dELS		
chr19	19081854	19082196	EH38E3296923	dELS		
chr19	19105647	19105819	EH38E3296951	PLS	ENSG00000288837.1	
chr19	19120880	19121196	EH38E3296973	dELS		
chr19	19134760	19135106	EH38E1945018	dELS		
chr19	19135192	19135348	EH38E3296978	dELS		
chr19	19138347	19138693	EH38E3296984	PLS	ENSG00000064545.15	-
chr19	19170156	19170505	EH38E1945050	PLS	ENSG00000213999.17	-
chr19	19172653	19172981	EH38E3297018	dELS		
chr19	19186366	19186705	EH38E3297030	dELS		
chr19	19192004	19192354	EH38E3297036	PLS	ENSG00000064489.23	-
chr19	19192004	19192354	EH38E3297036	PLS	ENSG00000064490.14	+
chr19	19192004	19192354	EH38E3297036	PLS	ENSG00000213999.17	-
chr19	19192004	19192354	EH38E3297036	PLS	ENSG00000254901.8	-
chr19	19192513	19192863	EH38E3297037	PLS	ENSG00000064490.14	+
chr19	19192513	19192863	EH38E3297037	PLS	ENSG00000254901.8	-
chr19	19203276	19203623	EH38E3297048	PLS	ENSG00000184162.15	-
chr19	19320440	19320646	EH38E3297145	PLS	ENSG00000105705.16	-
chr19	19320649	19320901	EH38E3297146	PLS	ENSG00000129933.21	+
chr19	19364856	19365199	EH38E3297192	dELS		
chr19	19366648	19366842	EH38E3297194	dELS		
chr19	19366855	19367204	EH38E1945168	dELS		
chr19	19372990	19373337	EH38E3297201	dELS		
chr19	19375052	19375251	EH38E1945172	dELS		
chr19	19375313	19375485	EH38E3297202	dELS		
chr19	19385471	19385819	EH38E3297216	PLS	ENSG00000167491.18	+
chr19	19388507	19388841	EH38E3297221	dELS		
chr19	19389163	19389407	EH38E1945191	dELS		
chr19	19389408	19389721	EH38E1945192	dELS		
chr19	19389750	19389993	EH38E3297222	dELS		
chr19	19392075	19392264	EH38E3297225	dELS		
chr19	19394866	19395214	EH38E3297226	dELS		
chr19	19405398	19405748	EH38E3297231	PLS	ENSG00000167491.18	+
chr19	19409742	19409897	EH38E3297238	dELS		
chr19	19410287	19410610	EH38E3297239	dELS		
chr19	19410955	19411112	EH38E3297240	dELS		
chr19	19444747	19445093	EH38E3297274	dELS		
chr19	19462231	19462579	EH38E3297296	dELS		
chr19	19464451	19464679	EH38E1945273	dELS		
chr19	19488400	19488551	EH38E3297325	dELS		
chr19	19488573	19488920	EH38E1945307	dELS		
chr19	19489209	19489559	EH38E3297326	dELS		
chr19	19490389	19490728	EH38E3297328	dELS		
chr19	19516037	19516383	EH38E3297366	PLS	ENSG00000186010.19	+
chr19	19516037	19516383	EH38E3297366	PLS	ENSG00000258674.5	+
chr19	19540403	19540729	EH38E3297407	dELS		
chr19	19597921	19598271	EH38E3297460	dELS		
chr19	19618658	19619007	EH38E3297481	PLS	ENSG00000105717.14	-
chr19	19643529	19643835	EH38E3297519	PLS	ENSG00000089639.11	-
chr19	19661874	19662223	EH38E1945463	PLS	ENSG00000105726.17	-
chr19	19663523	19663676	EH38E3297557	PLS	ENSG00000105726.17	-
chr19	19668571	19668915	EH38E3297565	PLS	ENSG00000181896.12	+
chr19	19668923	19669228	EH38E3297566	PLS	ENSG00000181896.12	+
chr19	19732991	19733341	EH38E3297594	PLS	ENSG00000105708.9	-
chr19	19776130	19776285	EH38E3297623	PLS	ENSG00000266904.7	
chr19	19776408	19776756	EH38E1945518	PLS	ENSG00000266904.7	
chr19	19776408	19776756	EH38E1945518	PLS	ENSG00000267419.3	
chr19	19865622	19865968	EH38E3297653	PLS	ENSG00000256771.5	+
chr19	19900700	19901049	EH38E3297667	PLS	ENSG00000184635.16	
chr19	19943822	19944142	EH38E3297681	dELS		
chr19	19944299	19944472	EH38E3297682	dELS		
chr19	20077754	20078104	EH38E3297719	PLS	ENSG00000213988.11	+
chr19	20166974	20167324	EH38E3297741	PLS	ENSG00000256229.8	+
chr19	20238333	20238683	EH38E3297765	PLS	ENSG00000267383.8	
chr19	20424825	20425175	EH38E1945772	PLS	ENSG00000231205.12	
chr19	20661478	20661823	EH38E3297910	PLS	ENSG00000188171.17	-
chr19	20661478	20661823	EH38E3297910	PLS	ENSG00000269110.1	-
chr19	20776057	20776407	EH38E3297927	PLS	ENSG00000160229.13	+
chr19	20923014	20923363	EH38E3297944	PLS	ENSG00000105750.15	+
chr19	20999699	21000047	EH38E3297956	PLS	ENSG00000289297.1	
chr19	21020365	21020715	EH38E1945885	PLS	ENSG00000118620.13	+
chr19	21081948	21082298	EH38E1945902	PLS	ENSG00000160352.16	+
chr19	21127033	21127312	EH38E1945921	dELS		
chr19	21127989	21128190	EH38E1945922	dELS		
chr19	21128841	21129165	EH38E3297996	dELS		
chr19	21129297	21129636	EH38E3297997	dELS		
chr19	21141793	21142143	EH38E1945931	PLS	ENSG00000196705.8	+
chr19	21197659	21197973	EH38E3298021	dELS		
chr19	21198014	21198364	EH38E4195501	dELS		
chr19	21329279	21329628	EH38E3298058	PLS	ENSG00000182141.10	
chr19	21358765	21359113	EH38E3298062	PLS	ENSG00000172687.14	+
chr19	21359122	21359334	EH38E1945999	PLS	ENSG00000172687.14	+
chr19	21396878	21397228	EH38E3298066	PLS	ENSG00000196268.12	+
chr19	21457842	21458112	EH38E3298074	dELS		
chr19	21458139	21458363	EH38E3298075	dELS		
chr19	21458558	21458754	EH38E3298076	dELS		
chr19	21460708	21461048	EH38E1946027	dELS		
chr19	21463797	21464145	EH38E3298079	PLS	ENSG00000268119.7	
chr19	21505373	21505722	EH38E3298099	PLS	ENSG00000197013.11	+
chr19	21573960	21574163	EH38E3298120	dELS		
chr19	21602657	21602886	EH38E3298141	dELS		
chr19	21602888	21603210	EH38E1946112	dELS		
chr19	21603417	21603709	EH38E3298142	dELS		
chr19	21603808	21604134	EH38E3298143	dELS		
chr19	21612051	21612400	EH38E3298150	dELS		
chr19	21625300	21625524	EH38E3298156	dELS		
chr19	21625739	21625899	EH38E3298157	dELS		
chr19	21627027	21627250	EH38E1946132	dELS		
chr19	21627378	21627719	EH38E1946133	dELS		
chr19	21694571	21694822	EH38E3298176	dELS		
chr19	21767460	21767810	EH38E3298197	PLS	ENSG00000197020.12	-
chr19	21836070	21836419	EH38E3298206	PLS	ENSG00000198521.12	-
chr19	21851637	21851937	EH38E1946198	PLS	ENSG00000198521.12	-
chr19	21851952	21852302	EH38E3298218	PLS	ENSG00000198521.12	-
chr19	22010825	22011167	EH38E3298257	PLS	ENSG00000160321.16	-
chr19	22052255	22052599	EH38E3298262	PLS	ENSG00000197134.13	+
chr19	23003070	23003415	EH38E3298392	PLS	ENSG00000269067.2	-
chr19	23075018	23075367	EH38E1946375	PLS	ENSG00000183850.14	+
chr19	23075018	23075367	EH38E1946375	PLS	ENSG00000267886.1	+
chr19	23116788	23117137	EH38E1946389	PLS	ENSG00000183850.14	+
chr19	23250279	23250629	EH38E3298438	PLS	ENSG00000196081.10	-
chr19	23274070	23274418	EH38E3298450	PLS	ENSG00000269107.1	-
chr19	23274070	23274418	EH38E3298450	PLS	ENSG00000283201.1	-
chr19	23274070	23274418	EH38E3298450	PLS	ENSG00000284428.1	-
chr19	23395368	23395716	EH38E3298494	PLS	ENSG00000167232.14	-
chr19	23687059	23687400	EH38E3298593	PLS	ENSG00000197372.10	-
chr19	23699020	23699285	EH38E1946619	dELS		
chr19	23699287	23699461	EH38E3298597	dELS		
chr19	23724278	23724529	EH38E1946630	dELS		
chr19	23758779	23759126	EH38E3298615	PLS	ENSG00000196172.9	-
chr19	23762757	23763104	EH38E3298620	PLS	ENSG00000288920.1	+
chr19	23763105	23763265	EH38E4195680	PLS	ENSG00000288920.1	+
chr19	23914639	23914989	EH38E3298673	PLS	ENSG00000213967.12	+
chr19	23915015	23915183	EH38E1946721	PLS	ENSG00000213967.12	+
chr19	24033247	24033596	EH38E3298702	PLS	ENSG00000213096.11	+
chr19	24033247	24033596	EH38E3298702	PLS	ENSG00000268362.6	+
chr19	24033607	24033791	EH38E3298703	PLS	ENSG00000268362.6	+
chr19	24086956	24087302	EH38E3298732	PLS	ENSG00000213096.11	+
chr19	27793041	27793208	EH38E4195749	PLS	ENSG00000261824.8	
chr19	27793209	27793559	EH38E1946954	PLS	ENSG00000261824.8	
chr19	27793209	27793559	EH38E1946954	PLS	ENSG00000267575.8	
chr19	27793574	27793789	EH38E3298851	PLS	ENSG00000261824.8	
chr19	27793795	27794142	EH38E3298852	PLS	ENSG00000261824.8	
chr19	27793795	27794142	EH38E3298852	PLS	ENSG00000267575.8	
chr19	28481200	28481542	EH38E1947228	dELS		
chr19	28520247	28520596	EH38E3299074	dELS		
chr19	28522255	28522411	EH38E3299075	dELS		
chr19	28522620	28522853	EH38E1947265	dELS		
chr19	28522865	28523215	EH38E4195892	dELS		
chr19	28526147	28526393	EH38E3299078	dELS		
chr19	28527605	28527895	EH38E3299079	dELS		
chr19	28528775	28529125	EH38E4195894	dELS		
chr19	28530481	28530672	EH38E3299080	dELS		
chr19	28532741	28533091	EH38E4195898	dELS		
chr19	28537190	28537477	EH38E3299082	dELS		
chr19	28541170	28541493	EH38E4195903	dELS		
chr19	28542614	28542776	EH38E3299084	dELS		
chr19	28542893	28543243	EH38E1947278	dELS		
chr19	28543737	28543904	EH38E4195904	dELS		
chr19	28544596	28544920	EH38E3299086	dELS		
chr19	28544932	28545172	EH38E4195906	dELS		
chr19	28546208	28546503	EH38E3299087	dELS		
chr19	28546595	28546945	EH38E4195909	dELS		
chr19	28552950	28553257	EH38E1947287	dELS		
chr19	28560857	28561103	EH38E3299092	dELS		
chr19	28574266	28574581	EH38E3299096	dELS		
chr19	28602106	28602440	EH38E3299116	dELS		
chr19	28602455	28602677	EH38E3299117	dELS		
chr19	28602704	28603037	EH38E3299118	dELS		
chr19	28604058	28604386	EH38E1947324	dELS		
chr19	28606440	28606787	EH38E3299124	PLS	ENSG00000266976.3	+
chr19	28606879	28607156	EH38E3299125	PLS	ENSG00000266976.3	+
chr19	28609390	28609725	EH38E3299128	dELS		
chr19	28609898	28610116	EH38E3299129	dELS		
chr19	28611612	28611869	EH38E3299131	dELS		
chr19	28613129	28613389	EH38E3299132	dELS		
chr19	28613413	28613647	EH38E1947335	dELS		
chr19	28614074	28614424	EH38E4195931	dELS		
chr19	28614752	28615055	EH38E3299133	dELS		
chr19	28615502	28615825	EH38E3299134	dELS		
chr19	28616007	28616326	EH38E3299135	dELS		
chr19	28727515	28727848	EH38E3299168	PLS	ENSG00000283269.1	
chr19	28727515	28727848	EH38E3299168	PLS	ENSG00000283403.1	
chr19	29093049	29093398	EH38E3299282	PLS	ENSG00000288017.1	
chr19	29213059	29213407	EH38E1947552	PLS	ENSG00000169021.6	-
chr19	29213059	29213407	EH38E1947552	PLS	ENSG00000267498.2	
chr19	29606077	29606425	EH38E3299504	PLS	ENSG00000105171.10	+
chr19	29627814	29628088	EH38E3299531	dELS		
chr19	29662492	29662838	EH38E1947764	dELS		
chr19	29663007	29663346	EH38E3299554	dELS		
chr19	29665198	29665539	EH38E3299558	PLS	ENSG00000166289.6	+
chr19	29671364	29671714	EH38E1947781	dELS		
chr19	29671749	29672098	EH38E3299570	dELS		
chr19	29687302	29687510	EH38E3299605	dELS		
chr19	29687532	29687881	EH38E3299606	dELS		
chr19	29688222	29688546	EH38E3299608	dELS		
chr19	29691045	29691199	EH38E3299609	dELS		
chr19	29714811	29715160	EH38E4196264	PLS	ENSG00000131943.20	-
chr19	29715180	29715399	EH38E4196265	PLS	ENSG00000131943.20	-
chr19	29715180	29715399	EH38E4196265	PLS	ENSG00000289030.1	
chr19	29715415	29715625	EH38E3299643	PLS	ENSG00000131943.20	-
chr19	29806095	29806445	EH38E1947884	dELS		
chr19	29811644	29811994	EH38E3299687	PLS	ENSG00000105173.14	+
chr19	29942040	29942389	EH38E3299769	PLS	ENSG00000105176.18	+
chr19	32345427	32345761	EH38E3300710	PLS	ENSG00000168813.17	+
chr19	32345773	32345932	EH38E1949018	PLS	ENSG00000168813.17	+
chr19	32368902	32369058	EH38E3300729	dELS		
chr19	32373818	32374168	EH38E1949057	dELS		
chr19	32375292	32375468	EH38E1949059	dELS		
chr19	32405472	32405822	EH38E1949081	PLS	ENSG00000178904.19	+
chr19	32405472	32405822	EH38E1949081	PLS	ENSG00000267213.4	
chr19	32405855	32406204	EH38E3300743	PLS	ENSG00000178904.19	+
chr19	32418017	32418238	EH38E4197002	dELS		
chr19	32421645	32421825	EH38E3300748	dELS		
chr19	32421984	32422332	EH38E3300749	dELS		
chr19	32580905	32581254	EH38E3300801	PLS	ENSG00000105185.12	+
chr19	32581304	32581516	EH38E3300802	PLS	ENSG00000105185.12	+
chr19	32581566	32581767	EH38E3300803	PLS	ENSG00000105185.12	+
chr19	32628464	32628813	EH38E3300817	dELS		
chr19	32670104	32670267	EH38E3300845	dELS		
chr19	32670308	32670565	EH38E3300846	dELS		
chr19	32671888	32672148	EH38E3300848	dELS		
chr19	32672326	32672610	EH38E3300849	dELS		
chr19	32672985	32673163	EH38E1949208	dELS		
chr19	32675154	32675504	EH38E3300854	PLS	ENSG00000105186.16	-
chr19	32675655	32676005	EH38E1949215	PLS	ENSG00000186326.4	+
chr19	32687692	32688033	EH38E3300861	dELS		
chr19	32688338	32688685	EH38E3300862	dELS		
chr19	32691618	32691963	EH38E3300866	PLS	ENSG00000213965.4	+
chr19	32691618	32691963	EH38E3300866	PLS	ENSG00000267475.2	
chr19	32709091	32709397	EH38E3300885	dELS		
chr19	32971930	32972280	EH38E3300979	PLS	ENSG00000121289.18	-
chr19	32971930	32972280	EH38E3300979	PLS	ENSG00000131944.10	
chr19	32972389	32972544	EH38E1949339	PLS	ENSG00000131944.10	
chr19	33064871	33065199	EH38E1949395	PLS	ENSG00000131941.8	-
chr19	33080952	33081300	EH38E1949409	PLS	ENSG00000076650.7	+
chr19	33093502	33093715	EH38E3301051	dELS		
chr19	33124670	33125015	EH38E3301064	dELS		
chr19	33176890	33177061	EH38E3301086	PLS	ENSG00000289378.1	
chr19	33302494	33302840	EH38E1949613	PLS	ENSG00000245848.3	-
chr19	33373477	33373825	EH38E3301306	PLS	ENSG00000153879.9	+
chr19	33521534	33521688	EH38E3301487	PLS	ENSG00000124299.15	
chr19	33521700	33522050	EH38E3301488	PLS	ENSG00000124299.15	
chr19	33796715	33797038	EH38E3301661	PLS	ENSG00000153885.15	+
chr19	34134336	34134685	EH38E3301765	dELS		
chr19	34134690	34134950	EH38E3301766	dELS		
chr19	34135132	34135305	EH38E1950085	dELS		
chr19	34165307	34165650	EH38E3301776	dELS		
chr19	34172266	34172616	EH38E3301782	PLS	ENSG00000257103.9	+
chr19	34232573	34232788	EH38E3301822	dELS		
chr19	34232831	34233167	EH38E3301823	dELS		
chr19	34233176	34233344	EH38E3301824	dELS		
chr19	34254332	34254682	EH38E3301834	PLS	ENSG00000166398.14	+
chr19	34270047	34270395	EH38E1950197	dELS		
chr19	34316776	34316929	EH38E1950239	dELS		
chr19	34317637	34317872	EH38E1950242	dELS		
chr19	34359246	34359596	EH38E1950277	PLS	ENSG00000267219.1	
chr19	34364554	34364752	EH38E4197546	PLS	ENSG00000105220.17	+
chr19	34364784	34364968	EH38E3301916	PLS	ENSG00000105220.17	+
chr19	34364981	34365312	EH38E3301917	PLS	ENSG00000105220.17	+
chr19	34367249	34367439	EH38E3301921	dELS		
chr19	34404181	34404530	EH38E3301952	PLS	ENSG00000126249.8	+
